PID,Title of image,Temporal,Creator,Image caption,Full name and service number (from National Archives of Australia),Full name from embarkation roll (from Australian War Memorial) 2,NAA identifier,Embarkation ship (from Australian War Memorial) 2,Date of embarkation (from Australian War Memorial) 2,Provenance,Image number,Copyright statement,Conditions of use,Source,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Link to permananent portrait image
1378115,Portrait of Roy MacDonald,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Mr. John MacDonald, (Club Member, C.T.A. of Queensland).","Angus Roy MacDonald, Service Number - Lieutenant/13404",Angus Roy MacDonald,NAA person ID: 17360,HMAT Persic A34,22/12/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 12, 3 February 1917",Image number: 684723-v012n012-s0003-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 February 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465035
1378119,Portrait of Ronald R. Rivett,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): (Club Member, C.T.A. of Qld.).","Ronald Rupert Rivett, Service Number - 3508",Ronald Rupert Rivett,NAA person ID: 295932,HMAT Ayrshire A33,24/01/1917,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 12, 3 February 1917",Image number: 684723-v012n012-s0003-0004,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 February 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465036
1378123,Portrait of Private J.H. Hart,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 19th Reinforcements, 25th Battalion. For fifteen years traveller and Manager of Messrs. D.& W. Murray's Brisbane Millinery Department. (Club member, C.T.A. of Queensland).","Joel Henry Harte, Service Number - 6582",Joel Henry Hart,NAA person ID: 194036,HMAT Wiltshire A18,7/02/1917,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 13, No. 1, 3 March 1917",Image number: 684723-v013n001-s0001-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 March 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465037
1378127,Portrait of Charles Raymond Croker,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Mr. James Croker, (Club Member, C.T.A. of Queensland).","Charles Hammond Croker, Service Number - 551",Charles Raymond Croker,NAA person ID: 136613,RMS Orontes,23/12/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 1, 3 March 1917",Image number: 684723-v013n001-s0003-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 March 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465038
1378131,Portrait of Lance-Corporal Russell Love,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Mechanical Motor Transport. Son of Mr. James Love, (Club Member, C.T.A. of Queensland).","Russell Love, Service Number - 13403",Russell Love,NAA person ID: 340390,HMAT Persic A34,22/12/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 1, 3 March 1917",Image number: 684723-v013n001-s0003-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 March 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465042
1378135,Portrait of S.H. Mackenzie,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Sons of Mr. H. Mackenzie, (Club Member, C.T.A. of Queensland).","Sydney Herbert Mackenzie, Service Number - Depot/7023",Sydney Herbert Mackenzie,NAA person ID: 47591,HMAT Beltana A72,25/11/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 1, 3 March 1917",Image number: 684723-v013n001-s0003-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 March 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465043
1378139,Portrait of R.B. Mackenzie,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Sons of Mr. H. Mackenzie, (Club Member, C.T.A. of Queensland).","Reginald Boyd Mackenzie, Service Number - 7024",Reginald Boyd Mackenzie,NAA person ID: 47569,HMAT Beltana A72,25/11/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 1, 3 March 1917",Image number: 684723-v013n001-s0003-0004,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 March 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465044
1378143,Portrait of Sapper Gordon P. McAdam,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 6th Field Co. Engineers. Son of Mr. G. McAdam (Club Member, C.T.A. of Queensland).","Gordon Patterson McAdam, Service Number - 3353",Gordon Patterson McAdam,NAA person ID: 33652,HMAT Ceramic A40,24/11/1915,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 1, 3 March 1917",Image number: 684723-v013n001-s0003-0005,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 March 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465045
1378147,Portrait of Trooper W.L. Stirling,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 5th Light Horse. Son of Mr. James T. Sterling (Club Member, C.T.A. of Queensland).","William Lorne Stirling, Service Number - 2241",William Lorne Stirling,NAA person ID: 325334,HMAT Orsova A67,11/03/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 1, 3 March 1917",Image number: 684723-v013n001-s0003-0006,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 March 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465046
1378151,Portrait of Edward Wilson Welch,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Sons of Mr. S. R. Welch (Club Member, C.T.A. of Queensland).","Edward Wilson Welch, Service Number - 3944",Edward Wilson Welch,NAA person ID: 355623,HMAT Wandilla A62,31/01/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 1, 3 March 1917",Image number: 684723-v013n001-s0003-0007,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 March 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465047
1378155,Portrait of Steve Wilson Welch,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Sons of Mr. S. R. Welch (Club Member, C.T.A. of Queensland).","Stephen Wilson Welch, Service Number - 685 - 6851A",Stephen Wilson Welch,NAA person ID: 355704,HMAT Marathon A74,27/10/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 1, 3 March 1917",Image number: 684723-v013n001-s0003-0008,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 March 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464958
1378159,Portrait of Thomas Norman Wilson,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 3rd Reinforcements, 42nd Battalion. Son of Mr. T. H. Wilson (Club Member, C.T.A. of Queensland).","Thomas Neil Wilson, Service Number - 2187",Thomas Norman Wilson,NAA person ID: 55810,HMAT Clan McGillivray A46,7/09/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 1, 3 March 1917",Image number: 684723-v013n001-s0003-0009,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 March 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464959
1378163,Portrait of Private W.E. Woods,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 4th Infantry Brigade, 23rd Reinforcements, 15th Battalion. Son of Mr. W. Woods, (Club Member, C.T.A. of Queensland).","Wallace Edgar Woods, Service Number - 7073",Wallace Edgar Woods,NAA person ID: 28168,HMAT Beltana A72,25/11/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 1, 3 March 1917",Image number: 684723-v013n001-s0003-0010,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 March 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464960
1378167,Portrait of Lieutenant Leslie H. Gibbon,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Royal Flying Corps. Son of Mr. Chas. Gibbon (C.T.A. of Queensland). Photographed with an aircraft.,"Leslie Herbert Gibbon, UK National Archives reference: AIR 76/180/114",n/a,n/a,n/a,n/a,"Photograph appears on page 5 of 'The Australasian Traveller', Vol. 13, No. 1, 3 March 1917",Image number: 684723-v013n001-s0005-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 March 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464961
1378171,Portrait of Jack Seabrook,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): On Active service. Son of Mr. A. R. Seabrook, (C.T.A. of Queensland).","Jack Seabrook, Service Number - 3705",Jack Seabrook,NAA person ID: 185126,HMAT Kyarra A55,3/01/1916,"Photograph appears on page 33 of 'The Australasian Traveller', Vol. 13, No. 1, 3 March 1917",Image number: 684723-v013n001-s0033-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 March 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464962
1378175,Portrait of C.F. Cole,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Infantry. ""B"" Coy., 41st Battalion. Now in France. Sons of Mr. George Cole (C.T.A. of Queensland).","Cecil Frank Cole, Service Number - 345",Cecil Frank Cole,NAA person ID: 122818,HMAT Demosthenes A64,18/05/1916,"Photograph appears on page 34 of 'The Australasian Traveller', Vol. 13, No. 1, 3 March 1917",Image number: 684723-v013n001-s0034-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 March 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464963
