RECORD #(BIBLIO),RECORD URL,XML,NAME,TITLE,DATES/PUBLICATION DETAILS,DESCRIPTION/QUANTITY,SUMMARY,SUBJECT,SERIES/COLLECTION,IMAGE
b20714579,http://www.catalog.slsa.sa.gov.au/record=b2071457,http://www.catalog.slsa.sa.gov.au/xrecord=b2071457,,Leslie Thorpe,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","No. 2740 Private Leslie George Thorpe, 50th Battalion, 1st Australian Imperial Force. Private Thorpe served in France and transferred to Australian Army Medical Corp Dental Services. He returned to Australia in 1919.","Thorpe, Leslie George, 1889-1954;World War, 1914-1918 -- South Australia;Soldiers -- South Australia;Military uniforms",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_481.htm
b20714580,http://www.catalog.slsa.sa.gov.au/record=b2071458,http://www.catalog.slsa.sa.gov.au/xrecord=b2071458,,Lance-Corporal Edwin Herbert Trotter,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","Lance-Corporal Edwin Herbert Trotter, born 30 December 1890 in Tanunda, and killed in action in France 25 July 1916.","Trotter, Lance-Corporal;World War, 1914-1918 -- South Australia;Soldiers -- South Australia;Military uniforms",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_482.htm
b20714592,http://www.catalog.slsa.sa.gov.au/record=b2071459,http://www.catalog.slsa.sa.gov.au/xrecord=b2071459,,Horace Jacques,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","Horace William Jacques, 1st Australian Imperial Force.","Jacques, Horace William, 1894-1968;Soldiers -- South Australia;Military uniforms;World War, 1914-1918 -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_483.htm
b20714609,http://www.catalog.slsa.sa.gov.au/record=b2071460,http://www.catalog.slsa.sa.gov.au/xrecord=b2071460,,William Harold James,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","Private William Harold James, Service no. 3369.","James, William Harold, 1896-1968;Soldiers -- South Australia;World War, 1914-1918 -- South Australia;Military uniforms",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_484.htm
b20714610,http://www.catalog.slsa.sa.gov.au/record=b2071461,http://www.catalog.slsa.sa.gov.au/xrecord=b2071461,,Leonard Johnson MM,1915,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","Lance Corporal Leonard Arthur Johnson MM, 1st Australian Imperial Force.","Johnson, Leonard Arthur, 1891-1917;Military uniforms;Soldiers -- South Australia;World War, 1914-1918 -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_485.htm
b20714622,http://www.catalog.slsa.sa.gov.au/record=b2071462,http://www.catalog.slsa.sa.gov.au/xrecord=b2071462,,William Harold James,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","Private William Harold James, Service no. 3369.","James, William Harold, 1896-1968;Soldiers -- South Australia;World War, 1914-1918 -- South Australia;Military uniforms",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_486.htm
b20714634,http://www.catalog.slsa.sa.gov.au/record=b2071463,http://www.catalog.slsa.sa.gov.au/xrecord=b2071463,,H. Jones,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4",H. Jones.,"Jones, H.;Military uniforms;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_487.htm
b20714646,http://www.catalog.slsa.sa.gov.au/record=b2071464,http://www.catalog.slsa.sa.gov.au/xrecord=b2071464,,Martin Griffen,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","No.5581 Private Martin Joseph Griffen, born Ballarat, Victoria. Enlisted 27th Battalion at Burra, South Australia, 4 April 1916. Served France. Returned to Australia 1919.","Griffen, Martin Joseph;World War, 1914-1918 -- South Australia;Soldiers -- South Australia;Military uniforms",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_488.htm
b20714658,http://www.catalog.slsa.sa.gov.au/record=b2071465,http://www.catalog.slsa.sa.gov.au/xrecord=b2071465,,Stanley Green,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","Private Stanley Dawes Green, 1st Australian Imperial Force.","Green, Stanley Dawes, 1882-1965;Military uniforms;Soldiers -- South Australia;World War, 1914-1918 -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_489.htm
b2071466x,http://www.catalog.slsa.sa.gov.au/record=b2071466,http://www.catalog.slsa.sa.gov.au/xrecord=b2071466,,John Stone,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","Service number 2368 John Stone, 1st Australian Imperial Force.","Stone, John, 1889-1965;World War, 1914-1918 -- South Australia;Soldiers -- South Australia;Military uniforms",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_490.htm
b20714671,http://www.catalog.slsa.sa.gov.au/record=b2071467,http://www.catalog.slsa.sa.gov.au/xrecord=b2071467,,Unidentified soldier,1916,"Negative, glass (b&w print)  6.5"" x 4.75"";RESERVE 4",Unidentified soldier.,"Military uniforms;Soldiers -- South Australia;World War, 1914-1918 -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_491.htm
b20714683,http://www.catalog.slsa.sa.gov.au/record=b2071468,http://www.catalog.slsa.sa.gov.au/xrecord=b2071468,,John Scott,1915,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","Service number 12761 John Jory Scott, 1st Australian Imperial Force.","Scott, John Jory, 1894-1917;Military uniforms;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_492.htm
b20714695,http://www.catalog.slsa.sa.gov.au/record=b2071469,http://www.catalog.slsa.sa.gov.au/xrecord=b2071469,,George Clayton,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","George Stanley Clayton, 1st Australian Imperial Force.","Clayton, George Stanley;World War, 1914-1918 -- South Australia;Soldiers -- South Australia;Military uniforms",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_493.htm
b20714701,http://www.catalog.slsa.sa.gov.au/record=b2071470,http://www.catalog.slsa.sa.gov.au/xrecord=b2071470,,Frederick William Clarke,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","No. 12798 Private Frederick William Clarke, born Adelaide, South Australia, 18 September 1890. Enlisted A.A.M.C. 1 March 1916. Served France. Returned to Australia 1918. Died South Australia 13 August 1957. Married Susan McMahon 18 April 1914.","Clarke, Frederick William, 1890-1957;Clarke, Susan, 1894-1926;Soldiers -- South Australia;World War, 1914-1918 -- South Australia;Military uniforms",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_494.htm
b20714713,http://www.catalog.slsa.sa.gov.au/record=b2071471,http://www.catalog.slsa.sa.gov.au/xrecord=b2071471,,William Stuart Stirling,1915,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","William Stuart Stirling, 1st Australian Imperial Force.","Stirling, William Stuart, 1891-1959;Cricket players -- South Australia;Soldiers -- South Australia;World War, 1914-1918 -- South Australia;Military uniforms",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_495.htm
b20714725,http://www.catalog.slsa.sa.gov.au/record=b2071472,http://www.catalog.slsa.sa.gov.au/xrecord=b2071472,,Howard Stark,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","Howard Stark, 1st Australian Imperial Force. Service number 1992, Howard Stark, was born at Millicent, South Australia, on 19 August 1897. He enlisted at Millicent on 30 March 1916 and served with the 50th Infantry Battalion. He was killed in action in France on 2 April 1917.","Stark, Timothy Alexander Howard, 1897-1917;Military uniforms;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_496.htm
b20714737,http://www.catalog.slsa.sa.gov.au/record=b2071473,http://www.catalog.slsa.sa.gov.au/xrecord=b2071473,,Arthur Cornelius,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","Arthur Cornelius, 1st Australian Imperial Force.","Cornelius, Arthur, 1886-1917;World War, 1914-1918 -- South Australia;Soldiers -- South Australia;Military uniforms",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_497.htm
b20714749,http://www.catalog.slsa.sa.gov.au/record=b2071474,http://www.catalog.slsa.sa.gov.au/xrecord=b2071474,,Unidentified soldiers,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4",Unidentified soldiers.,"Soldiers -- South Australia;Military uniforms;World War, 1914-1918 -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_498.htm
b20714750,http://www.catalog.slsa.sa.gov.au/record=b2071475,http://www.catalog.slsa.sa.gov.au/xrecord=b2071475,,Soldier Haydon,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4",Soldier Haydon.,"Haydon, Soldier;World War, 1914-1918 -- South Australia;Soldiers -- South Australia;Military uniforms",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_499.htm
b20714762,http://www.catalog.slsa.sa.gov.au/record=b2071476,http://www.catalog.slsa.sa.gov.au/xrecord=b2071476,,Lieutenant Harold Copley,1915,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","Lieutenant Harold James Copley, 1st Australian Imperial Force.","Copley, Harold James, 1889-1947;Military uniforms;Soldiers -- South Australia;World War, 1914-1918 -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_500.htm
b20714798,http://www.catalog.slsa.sa.gov.au/record=b2071479,http://www.catalog.slsa.sa.gov.au/xrecord=b2071479,,William Thomas Crowder,1916,"1 photograph : negative, glass (half plate), black and white   6.5"" x 4.75"";RESERVE 4;still image sti rdacontent;other x rdamedia;other nz rdacarrier","Half plate glass negative of Private William Thomas Crowder, 10th Battalion.","Crowder, William Thomas, 1893-;Military uniforms;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_503.htm
b20714804,http://www.catalog.slsa.sa.gov.au/record=b2071480,http://www.catalog.slsa.sa.gov.au/xrecord=b2071480,,Charles William Cole,1915,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","Charles William Cole, 1st Australian Imperial Force.","Cole, Charles William Dyer, 1896-1915;Military uniforms;Soldiers -- South Australia;World War, 1914-1918 -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_504.htm
b20714816,http://www.catalog.slsa.sa.gov.au/record=b2071481,http://www.catalog.slsa.sa.gov.au/xrecord=b2071481,,Corporal Walter Klaffus,1914,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","No. 2655 Corporal Walter Alfred Klaffus, 1st Australian Imperial Force.","Klaffus, Walter Alfred;Military uniforms;Soldiers -- South Australia;World War, 1914-1918 -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_505.htm
b20714841,http://www.catalog.slsa.sa.gov.au/record=b2071484,http://www.catalog.slsa.sa.gov.au/xrecord=b2071484,,Reginald Hopcraft,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","Reginald Hopcraft, 1st Australian Imperial Force. According to a researcher, this is likely a photo of 687 Reginald Hopcraft who served in the 43rd Battalion during the First World War. In the course of his service with the battalion he would be admitted to hospital several times suffering from Shell Shock.","Hopcraft, Reginald, 1890-1968;Military uniforms;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_508.htm
b20714853,http://www.catalog.slsa.sa.gov.au/record=b2071485,http://www.catalog.slsa.sa.gov.au/xrecord=b2071485,,Corporal Horsburg,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4",Corporal Horsburg.,"Horsburg, Corporal;World War, 1914-1918 -- South Australia;Soldiers -- South Australia;Military uniforms",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_509.htm
b20714865,http://www.catalog.slsa.sa.gov.au/record=b2071486,http://www.catalog.slsa.sa.gov.au/xrecord=b2071486,,Private W.P. Howard,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4",Private W.P. Howard.,"Howard, W. P.;Military uniforms;Soldiers -- South Australia;World War, 1914-1918 -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_510.htm
b20714877,http://www.catalog.slsa.sa.gov.au/record=b2071487,http://www.catalog.slsa.sa.gov.au/xrecord=b2071487,,Lieutenant Colonel Douglas Dixson Gordon,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","Lieutenant Colonel Douglas Dixson Gordon, Commanding Officer 43rd Battalion from March 1916 to February 1917.","Gordon, Douglas Dixson, 1883-1957;Military uniforms;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_511.htm
b20714889,http://www.catalog.slsa.sa.gov.au/record=b2071488,http://www.catalog.slsa.sa.gov.au/xrecord=b2071488,,"No. 2917 Private Andrew O'Flaherty, 10th Battalion",1915,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","No. 2917 Private Andrew O'Flaherty, 10th Battalion.","O'Flaherty, Andrew, 1882-;World War, 1914-1918 -- South Australia;Soldiers -- South Australia;Military uniforms",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_512.htm
b20714890,http://www.catalog.slsa.sa.gov.au/record=b2071489,http://www.catalog.slsa.sa.gov.au/xrecord=b2071489,,Corporal Horsburg,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4",Corporal Horsburg.,"Horsburg, Corporal;Military uniforms;Soldiers -- South Australia;World War, 1914-1918 -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_513.htm
b20714944,http://www.catalog.slsa.sa.gov.au/record=b2071494,http://www.catalog.slsa.sa.gov.au/xrecord=b2071494,,William Horace Gladstone Osborn,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","No. 409 Private William Horace Gladstone Osborn, born Adelaide, South Australia, 31 January 1890. Enlisted 27th Battalion at Oaklands, South Australia, 8 February 1915. Served Gallipoli and France. Killed in action France 25 August 1916.","Osborn, William Horace Gladstone, 1890-1916;Soldiers -- South Australia;World War, 1914-1918 -- South Australia;Military uniforms",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_518.htm
b20714956,http://www.catalog.slsa.sa.gov.au/record=b2071495,http://www.catalog.slsa.sa.gov.au/xrecord=b2071495,,Lieutenant G. Harris,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4",Lieutenant G. Harris.,"Harris, G.;Military uniforms;World War, 1914-1918 -- South Australia;Soldiers -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_519.htm
b20714968,http://www.catalog.slsa.sa.gov.au/record=b2071496,http://www.catalog.slsa.sa.gov.au/xrecord=b2071496,,Soldier Harrison,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4",,"Harrison, Soldier;Soldiers -- South Australia;Military uniforms;World War, 1914-1918 -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_520.htm
b2071497x,http://www.catalog.slsa.sa.gov.au/record=b2071497,http://www.catalog.slsa.sa.gov.au/xrecord=b2071497,,Clarence Roy Edson,1916,"Negative, glass (half plate)  6.5"" x 4.75"";RESERVE 4","No. 2284 Private Clarence Roy Edson, born Orroroo, South Australia, 25 February 1895. Enlisted 48th Battalion 1 February 1916. Served France. Returned to Australia 1917.","Edson, Clarence Roy, 1895-;Military uniforms;Soldiers -- South Australia;World War, 1914-1918 -- South Australia",Album Collection;Chamberlain Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/46250/B46130_521.htm
