id,TITLE,PUBL/DATES,DESCRIPT.,HISTORY,SUBJECT,SOURCE,ARTICLE URL
b22920924,[Private William E. Lear],1916,reference in newspaper;portrait (10 June),"Private  eldest son of T.F. and M.J. Lear of Yalunda Flat, brother of Mrs C. Griffiths, Private P.A. Lear and Private R.C.F. Lear  previously reported missing  killed in action 29 August 1915, Gallipoli  aged 25.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Lear, William Edward, 1889-1915;World War, 1914-1918 -- South Australia","Chronicle, 3 June 1916, p. 31, col. d;Chronicle, 10 June 1916, p. 43, col. b;Chronicle, 24 June 1916, p. 32, col. c;Chronicle, 9 September 1916, p. 31, col. e",http://nla.gov.au/nla.news-article87313581;http://nla.gov.au/nla.news-article87311799;http://nla.gov.au/nla.news-page8617291;http://nla.gov.au/nla.news-article87523828
b2292095x,[Trooper John Scott Kent],1916,"reference in newspaper;portrait (3 June, page 41)","Trooper, 9th Light Horse  son of the late Margaret Kent and nephew of Mrs E. Jenkins of Keswick  killed in action 29 August 1915, Gallipoli  aged 25.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Kent, John Scott, 1889-1915;World War, 1914-1918 -- South Australia","Chronicle, 3 June 1916, p. 31, col. d, e  p. 41, col. e;Chronicle, 24 June 1916, p. 32, col. c, d;Chronicle, 2 September 1916, p. 32, col. b",http://nla.gov.au/nla.news-article87313581;http://nla.gov.au/nla.news-article87313299;http://nla.gov.au/nla.news-page8617291;http://nla.gov.au/nla.news-page8617853
b22920997,[Private W. Roberts ],1917,reference in newspaper;portrait (12 May),"Private  from Blanchetown  died of wounds 4 April 1917, Battle of Baupaume, France.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Roberts, William Stephen, 1877-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 46, col. a;Chronicle, 12 May 1917, p. 45, col. e",http://nla.gov.au/nla.news-article87605310;http://nla.gov.au/nla.news-article87603072
b22921060,[Sergeant Albert Holland],1917,reference in newspaper;portrait,"Sergeant, 5th Reinforcements 10th Battalion  third son of Mr and Mrs T. Holland, New Hindmarsh  killed in action, 2 April 1917, aged 22.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Holland, Albert Horace, 1894-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 46, col. a",http://nla.gov.au/nla.news-article87605359
b22921072,[Private Albert Adcock],1917,reference in newspaper;portrait,"From North Croydon  killed in action 2 April 1917, France, aged 21  assistant cashier  youngest son of Mr & Mrs Thomas Adcock.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Adcock, Albert Percival, 1896-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 46, col. b",http://nla.gov.au/nla.news-article87605364
b22921084,[Private H. Winner],1917,reference in newspaper;portrait,"Private, 3rd Reinforcements 50th Battalion  youngest son of Mr & Mrs J. T. Winner, Walkerville  killed in action 2 April 1917, France.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Winner, Herbert Mervyn, 1895-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 46, col. b",http://nla.gov.au/nla.news-article87605362
b22921102,[Private Walter Holman],1917,reference in newspaper;portrait,"Private, Reinforcements 10th Battalion  fourth son of Mr and Mrs J.R. Holman, St Peters  killed in action 2 April 1917, France, aged 29.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Holman, Walter Ernest, 1886-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 46, col. c",http://nla.gov.au/nla.news-article87605380
b22921114,[Private J. Neddermeyer],1917,reference in newspaper;portrait,"Private  only son of Mrs C. Warren, Thebarton  killed in action 2 April 1917 (previously wounded August 1916).;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Neddermeyer, John Henry E., 1886-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 46, col. c",http://nla.gov.au/nla.news-article87605378
b22921229,[Private J. W. Usher],1916,reference in newspaper;portrait,"Private, 16th Battalion  eldest son of W. Usher of Norwood  killed in action 2 May 1915.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Usher, Jack Wilfred, 1894-1915;World War, 1914-1918 -- South Australia","Chronicle, 3 June 1916, p. 42, col. a",http://nla.gov.au/nla.news-page8617133
b22921242,[Sergeant W. Greenham],1916,reference in newspaper;portrait,"Sergeant, 16th Battalion  son of G. Greenham of Forestville  killed in action 2 May 1915.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Greenham, William Frederick, 1893-1915;World War, 1914-1918 -- South Australia","Chronicle, 3 June 1916, p. 42, col. a",http://nla.gov.au/nla.news-page8617133
b22921345,[Private Alex Patterson],1916,reference in newspaper;portrait,"Private  late of Broken Hill  husband and father of three  enlisted in the AIF with one of his sons, Andy  died 26 May 1916, Keswick Military Hospital [aged 45 years].;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Patterson, Alexander, -1916;World War, 1914-1918 -- South Australia","Chronicle, 10 June 1916, p. 38, col. c",http://nla.gov.au/nla.news-article87311909
b22921382,[Private John  Barry],1916,reference in newspaper;portrait (24 June),"Private  from  Adelaide  died of wounds 24 May 1916, aged 26  second son of Michael and Katherine Barry.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Barry, John Joseph, 1889-1916;World War, 1914-1918 -- South Australia","Chronicle, 17 June 1916, p. 31, col. d;Chronicle, 24 June 1916, p. 41, col. e",http://nla.gov.au/nla.news-article87310113;http://nla.gov.au/nla.news-article87312876
